id,region,name,category,url,strict-transport-security,x-frame-options,x-content-type-options,content-security-policy,x-permitted-cross-domain-policies,referrer-policy,clear-site-data,cross-origin-embedder-policy,cross-origin-opener-policy,cross-origin-resource-policy,cache-control
70,Nordrhein-Westfalen,U Siegen,Public,www.uni-siegen.de,False,False,False,False,False,False,False,False,False,False,False
69,Nordrhein-Westfalen,U Paderborn,Public,www.uni-paderborn.de,True,True,True,True,False,True,False,False,False,False,True
60,Nordrhein-Westfalen,U Bielefeld,Public,www.uni-bielefeld.de,False,False,False,False,False,False,False,False,False,False,False
71,Nordrhein-Westfalen,U Wuppertal,Public,www.uni-wuppertal.de,False,False,False,False,False,False,False,False,False,False,False
73,Rheinland-Pfalz,U Mainz in Mainz,Public,www.uni-mainz.de,True,True,True,False,False,True,False,False,False,False,False
76,Rheinland-Pfalz,"Wissenschaftliche H für Unternehmensführung, Vallendar (U)",Private,www.whu.edu,True,False,False,False,False,False,False,False,False,False,False
75,Rheinland-Pfalz,U Trier,Public,www.uni-trier.de,True,False,True,False,False,True,False,False,False,False,True
74,Rheinland-Pfalz,Deutsche Universität für Verwaltungswissenschaften Speyer,Public,www.uni-speyer.de,False,False,True,False,False,False,False,False,False,False,True
77,Saarland,U des Saarlandes Saarbrücken in Saarbrücken,Public,www.uni-saarland.de,False,True,True,True,False,False,False,False,False,False,True
78,Sachsen,TU Chemnitz,Public,www.tu-chemnitz.de,True,True,True,True,False,False,False,False,False,False,False
80,Sachsen,TU Bergakademie Freiberg,Public,tu-freiberg.de,False,False,False,False,False,False,False,False,False,False,False
82,Sachsen,DIU-Dresden International University (U),Private,www.di-uni.de,False,False,True,False,False,False,False,False,False,False,True
81,Sachsen,U Leipzig,Public,www.uni-leipzig.de,True,True,True,False,False,True,False,False,False,False,True
58,Niedersachsen,Universität Vechta,Public,www.uni-vechta.de,True,False,True,False,False,False,False,False,False,False,True
72,Nordrhein-Westfalen,Universität Witten-Herdecke (U),Private,www.uni-wh.de,False,False,False,False,False,False,False,False,False,False,False
84,Sachsen-Anhalt,U Halle in Halle,Public,www.uni-halle.de,False,False,False,False,False,False,False,False,False,False,True
87,Schleswig-Holstein,U Kiel,Public,www.uni-kiel.de,False,False,False,True,False,False,False,False,False,False,False
88,Schleswig-Holstein,U Lübeck,Public,www.uni-luebeck.de,True,True,False,False,False,False,False,False,False,False,False
85,Sachsen-Anhalt,U Magdeburg,Public,www.ovgu.de,False,False,False,False,False,False,False,False,False,False,True
86,Schleswig-Holstein,EUF Europa-Universität Flensburg,Public,www.uni-flensburg.de,True,False,True,False,False,False,False,False,False,False,False
79,Sachsen,TU Dresden in Dresden,Public,tu-dresden.de,True,False,True,True,False,False,False,False,False,False,True
83,Sachsen,HHL Leipzig Graduate School of Management (U),Private,www.hhl.de,False,False,True,False,False,False,False,False,False,False,True
89,Thüringen,U Erfurt,Public,www.uni-erfurt.de,True,True,True,True,False,True,False,False,False,False,True
90,Thüringen,TU Ilmenau,Public,www.tu-ilmenau.de,True,True,True,True,False,False,False,False,False,False,True
92,Thüringen,Bauhaus-U Weimar,Public,www.uni-weimar.de,True,False,True,True,False,False,False,False,False,False,True
91,Thüringen,U Jena,Public,www.uni-jena.de,True,False,True,True,False,True,False,False,False,False,False
95,Baden-Württemberg,Staatl. H für Musik Freiburg i.Br. (Kunst-H),Public,www.mh-freiburg.de,True,False,True,False,False,False,False,False,False,False,True
93,Hessen,Evangelische Hochschule Tabor in Marburg (Theol. H),Private,www.eh-tabor.de,False,False,True,False,False,False,False,False,False,False,True
97,Baden-Württemberg,Staatl. H für Gestaltung Karlsruhe (Kunst-H),Public,www.hfg-karlsruhe.de,False,False,False,False,False,False,False,False,False,False,False
96,Baden-Württemberg,Staatl. Akademie der Bildenden Künste Karlsruhe (Kunst-H),Public,www.kunstakademie-karlsruhe.de,False,True,False,False,False,False,False,False,False,False,True
99,Baden-Württemberg,Staatl. H für Musik und Darstellende Kunst Mannheim (Kunst-H),Public,www.muho-mannheim.de,False,False,False,False,False,False,False,False,False,False,True
102,Baden-Württemberg,Staatl. H für Musik Trossingen (Kunst-H),Public,www.hfm-trossingen.de,False,False,True,False,False,False,False,False,False,False,True
100,Baden-Württemberg,Staatl. Akademie der Bildenden Künste Stuttgart (Kunst-H),Public,www.abk-stuttgart.de,False,False,False,False,False,False,False,False,False,False,True
103,Bayern,Akademie der Bildenden Künste München (Kunst-H),Public,www.adbk.de,False,False,True,False,False,False,False,False,False,False,True
104,Bayern,Akademie der Bildenden Künste Nürnberg (Kunst-H),Public,www.adbk-nuernberg.de,False,True,False,False,False,False,False,False,False,False,True
101,Baden-Württemberg,Staatl. H für Musik und Darstellende Kunst Stuttgart (Kunst-H),Public,www.hmdk-stuttgart.de,False,False,False,False,False,False,False,False,False,False,False
106,Bayern,H für Musik Würzburg (Kunst-H),Public,www.hfm-wuerzburg.de,False,False,False,False,False,False,False,False,False,False,False
105,Bayern,H für Musik Nürnberg (Kunst-H),Public,www.hfm-nuernberg.de,True,True,True,True,False,True,False,False,False,False,True
98,Baden-Württemberg,Staatl. H für Musik Karlsruhe (Kunst-H),Public,www.hfm-karlsruhe.de,True,True,True,False,False,False,False,False,False,False,True
107,Bayern,Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern,Private,www.hfk-bayreuth.de,False,True,True,False,False,False,False,False,False,False,True
94,Nordrhein-Westfalen,Kirchliche Hochschule Wuppertal / Bethel in Bethel (Theol. H),Private,www.kiho-wuppertal.de,False,False,False,False,False,False,False,False,False,False,False
110,Berlin,Weißensee Kunsthochschule Berlin (Kunst-H),Public,www.kh-berlin.de,False,False,False,False,False,False,False,False,False,False,False
109,Berlin,U der Künste Berlin (Kunst-H),Public,www.udk-berlin.de,True,True,False,False,False,False,False,False,False,False,False
108,Bayern,"H für kath. Kirchenmusik und Musikpädagogik, Regensburg (Kunst-H)",Private,www.hfkm-regensburg.de,False,False,False,False,False,False,False,False,False,False,False
113,Berlin,Barenboim-Said Akademie Berlin (Kunst-H),Private,www.barenboimsaid.de,False,False,False,False,False,False,False,False,False,False,False
111,Berlin,H für Musik Berlin (Kunst-H),Public,www.hfm-berlin.de,False,False,True,False,False,False,False,False,False,False,True
112,Berlin,H für Schauspielkunst Berlin (Kunst-H),Public,www.hfs-berlin.de,True,True,False,False,False,False,False,False,False,False,False
115,Hamburg,H für Bildende Künste Hamburg (Kunst-H),Public,www.hfbk-hamburg.de,True,True,True,True,False,True,False,False,False,False,False
116,Hessen,H für Bildende Künste - Städelschule Frankfurt a.M. (Kunst-H),Public,www.staedelschule.de,False,False,False,False,False,False,False,False,False,False,False
114,Bremen,H für Künste Bremen (Kunst-H),Public,www.hfk-bremen.de,False,False,False,False,False,False,False,False,False,False,True
118,Hessen,H für Gestaltung Offenbach (Kunst-H),Public,www.hfg-offenbach.de,False,True,True,False,False,False,False,False,False,False,True
120,Niedersachsen,H für Bildende Künste Braunschweig (Kunst-H),Public,www.hbk-bs.de,True,True,True,False,False,False,False,False,False,False,True
119,Mecklenburg-Vorpommern,H für Musik und Theater Rostock (Kunst-H),Public,www.hmt-rostock.de,True,False,True,False,False,True,False,False,False,False,False
123,Nordrhein-Westfalen,Kunstakademie Düsseldorf (Kunst-H),Public,www.kunstakademie-duesseldorf.de,True,True,True,True,False,False,False,False,False,False,True
122,Nordrhein-Westfalen,H für Musik Detmold (Kunst-H),Public,www.hfm-detmold.de,False,False,True,False,False,False,False,False,False,False,True
117,Hessen,H für Musik und Darstellende Kunst Frankfurt a.M. (Kunst-H),Public,www.hfmdk-frankfurt.de,True,True,True,False,False,True,False,False,False,False,False
124,Nordrhein-Westfalen,Robert-Schumann-H Düsseldorf (Kunst-H),Public,www.rsh-duesseldorf.de,True,False,False,False,False,False,False,False,False,False,False
125,Nordrhein-Westfalen,Folkwang U der Künste Essen in Bochum (Kunst-H),Public,www.folkwang-uni.de,True,True,True,True,False,True,False,False,False,False,True
128,Nordrhein-Westfalen,Kunstakademie Münster (Kunst-H),Public,www.kunstakademie-muenster.de,False,False,True,False,False,False,False,False,False,False,True
126,Nordrhein-Westfalen,KH für Medien Köln (Kunst-H),Public,www.khm.de,False,True,True,False,False,False,False,False,False,False,True
121,Niedersachsen,"Hochschule für Musik, Theater und Medien Hannover (Kunst-H)",Public,www.hmtm-hannover.de,False,False,False,False,False,False,False,False,False,False,False
127,Nordrhein-Westfalen,H für Musik und Tanz Köln,Public,www.hfmt-koeln.de,True,False,False,False,False,False,False,False,False,False,False
130,Nordrhein-Westfalen,Hochschule der bildenden Künste (HBK) Essen (Kunst-H),Private,Www.hbk-essen.de,True,False,False,False,False,False,False,False,False,False,False
131,Saarland,H der Bildenden Künste Saarbrücken (Kunst-H),Public,www.hbksaar.de,False,False,False,False,False,False,False,False,False,False,True
134,Sachsen,H für Musik Dresden (Kunst-H),Public,www.hfmdd.de,False,False,False,False,False,False,False,False,False,False,False
129,Nordrhein-Westfalen,Alanus H Alfter (Kunst-H),Private,www.alanus.edu,False,False,True,False,False,False,False,False,False,False,False
135,Sachsen,Palucca Hochschule für Tanz Dresden (Kunst-H),Public,www.palucca.eu,False,False,False,False,False,False,False,False,False,False,True
138,Sachsen-Anhalt,Burg Giebichenstein Kunsthochschule Halle (Kunst-H),Public,www.burg-halle.de,False,False,True,False,False,False,False,False,False,False,False
139,Sachsen-Anhalt,Evang. H für Kirchenmusik Halle (Kunst-H),Private,www.ehk-halle.de,False,False,False,False,False,False,False,False,False,False,True
137,Sachsen,H für Musik und Theater Leipzig (Kunst-H),Public,www.hmt-leipzig.de,False,False,False,False,False,False,False,False,False,False,True
133,Sachsen,"H für Kirchenmusik der Evang.-Luth. Landeskirche Sachsens, Dresden (Kunst-H)",Private,www.kirchenmusik-dresden.de,False,False,False,False,False,False,False,False,False,False,False
132,Sachsen,H für Bildende Künste Dresden (Kunst-H),Public,www.hfbk-dresden.de,True,True,True,True,False,True,False,False,False,False,True
140,Schleswig-Holstein,Muthesius Kunsthochschule Kiel (Kunst-H),Public,www.muthesius-kunsthochschule.de,False,False,False,False,False,False,False,False,False,False,True
136,Sachsen,H für Graphik und Buchkunst Leipzig (Kunst-H),Public,www.hgb-leipzig.de,True,True,True,True,False,True,False,False,False,False,True
141,Schleswig-Holstein,Musikhochschule Lübeck (Kunst-H),Public,www.mh-luebeck.de,False,False,True,False,False,False,False,False,False,False,True
142,Thüringen,H für Musik Weimar (Kunst-H),Public,www.hfm-weimar.de,False,False,True,False,False,False,False,False,False,False,False
144,Baden-Württemberg,H Albstadt-Sigmaringen in Albstadt (FH),Public,www.hs-albsig.de,False,False,False,False,False,False,False,False,False,False,True
146,Baden-Württemberg,H Esslingen in Esslingen (FH),Public,www.hs-esslingen.de,True,False,True,False,False,False,False,False,False,False,True
148,Baden-Württemberg,H Heilbronn in Heilbronn (FH),Public,www.hs-heilbronn.de,False,False,False,False,False,False,False,False,False,False,True
147,Baden-Württemberg,H Furtwangen in Furtwangen (FH),Public,www.hs-furtwangen.de,True,True,True,False,False,False,False,False,False,False,True
149,Baden-Württemberg,H Karlsruhe (FH),Public,www.h-ka.de,False,False,True,True,False,False,False,False,False,False,True
143,Baden-Württemberg,Hochschule Aalen - Technik und Wirtschaft in Aalen (FH),Public,www.hs-aalen.de,False,True,True,False,False,False,False,False,False,False,True
145,Baden-Württemberg,H Biberach a. d. Riss (FH),Public,www.hochschule-biberach.de,False,True,True,False,False,False,False,False,False,False,True
152,Baden-Württemberg,H Nürtingen-Geislingen (FH),Public,www.hfwu.de,True,False,True,True,False,False,False,False,False,False,True
150,Baden-Württemberg,H Konstanz (FH),Public,www.htwg-konstanz.de,False,False,True,False,False,False,False,False,False,False,True
154,Baden-Württemberg,H Pforzheim (FH),Public,www.hs-pforzheim.de,True,False,True,False,False,False,False,False,False,False,True
155,Baden-Württemberg,H Ravensburg-Weingarten (FH),Public,www.rwu.de,False,True,True,False,False,False,False,False,False,False,True
156,Baden-Württemberg,H für Technik und Wirtschaft Reutlingen (FH),Public,www.reutlingen-university.de,True,True,True,False,False,False,False,False,False,False,True
151,Baden-Württemberg,H Mannheim (FH),Public,www.hs-mannheim.de,True,True,True,True,False,True,False,False,False,False,True
153,Baden-Württemberg,H Offenburg (FH),Public,www.hs-offenburg.de,False,False,False,True,False,False,False,False,False,False,True
161,Baden-Württemberg,"Hochschule Macromedia für angewandte Wissenschaften Stuttgart, Campus Stuttgart (FH)",Private,www.macromedia-fachhochschule.de,False,False,False,False,False,False,False,False,False,False,False
159,Baden-Württemberg,"FH Stuttgart, H der Medien",Public,www.hdm-stuttgart.de,True,True,False,False,False,False,False,False,False,False,True
157,Baden-Württemberg,H für Forstwirtschaft Rottenburg (FH),Public,www.hs-rottenburg.net,True,False,False,False,False,False,False,False,False,False,False
160,Baden-Württemberg,Hochschule für Technik Stuttgart,Public,www.hft-stuttgart.de,False,False,True,True,False,False,False,False,False,False,True
163,Baden-Württemberg,Hochschule der Wirtschaft für Management (HdWM) Mannheim (FH),Private,www.hdwm.de,False,False,True,False,False,False,False,False,False,False,True
162,Baden-Württemberg,"Karlshochschule International University, Karlsruhe (FH)",Private,www.karlshochschule.de,True,False,False,False,False,False,False,False,False,False,True
165,Baden-Württemberg,Hochschule Fresenius Heidelberg (FH),Private,www.hs-fresenius.de,True,False,True,True,False,False,False,False,False,False,False
166,Baden-Württemberg,"SRH Fernhochschule, Riedlingen (FH)",Private,www.mobile-university.de,True,False,True,False,False,False,False,False,False,False,False
164,Baden-Württemberg,Hochschule für Kommunikation und Gestaltung in Stuttgart (FH),Private,www.hfk-bw.de,False,False,False,False,False,False,False,False,False,False,False
167,Baden-Württemberg,VWA-Hochschule für berufsbegleitendes Studium Stuttgart in Freiburg (FH),Private,www.vwa-hochschule.de,False,False,False,False,False,True,False,False,False,False,True
168,Baden-Württemberg,Allensbach Hochschule Konstanz (FH),Private,www.allensbach-hochschule.de,True,True,False,False,False,False,False,False,False,False,True
158,Baden-Württemberg,H für Gestaltung Schwäbisch Gmünd (FH),Public,www.hfg-gmuend.de,False,True,True,False,False,False,False,False,False,False,True
172,Baden-Württemberg,Theologisches Seminar Reutlingen (FH),Private,www.th-reutlingen.de,False,False,False,False,False,True,False,False,False,False,True
170,Baden-Württemberg,"Merz Akademie Hochschule für Gestaltung, Kunst und Medien, Stuttgart (FH)",Private,www.merz-akademie.de,False,False,False,False,False,False,False,False,False,False,True
169,Baden-Württemberg,media Akademie - Hochschule Stuttgart (FH),Private,www.media-hs.de,False,False,False,False,False,False,False,False,False,False,False
174,Baden-Württemberg,"Kath. Hochschule Freiburg i.Br., Campus Freiburg (FH)",Private,www.kh-freiburg.de,False,False,False,False,False,False,False,False,False,False,True
173,Baden-Württemberg,Evangelische Hochschule Ludwigsburg in Ludwigsburg (FH),Private,www.eh-ludwigsburg.de,False,False,True,True,False,False,False,False,False,False,True
176,Bayern,Hochschule für angewandte Wissenschaften Ansbach in Ansbach (FH),Public,www.hs-ansbach.de,False,False,True,False,False,False,False,False,False,False,True
178,Bayern,Hochschule für angewandte Wissenschaften Augsburg (FH),Public,www.hs-augsburg.de,False,True,True,False,False,False,False,False,False,False,True
175,Bayern,Ostbayerische Technische Hochschule Amberg-Weiden (FH) in Amberg,Public,www.oth-aw.de,False,False,False,False,False,False,False,False,False,False,True
177,Bayern,TH Aschaffenburg (FH),Public,www.th-ab.de,False,True,True,True,False,False,False,False,False,False,True
180,Bayern,Technische Hochschule Deggendorf (FH),Public,www.th-deg.de,True,False,False,False,False,False,False,False,False,False,True
181,Bayern,Hochschule für angewandte Wissenschaften Hof in Hof (FH),Public,www.hof-university.de,True,True,True,True,False,True,False,False,False,False,True
179,Bayern,Hochschule für angewandte Wissenschaften Coburg (FH),Public,www.hs-coburg.de,False,True,True,True,False,True,False,False,False,False,True
183,Bayern,Hochschule für angewandte Wissenschaften Kempten (FH),Public,www.hs-kempten.de,False,False,True,False,False,False,False,False,False,False,True
182,Bayern,Technische Hochschule Ingolstadt in Ingolstadt (FH),Public,www.thi.de,True,True,True,False,False,False,False,False,False,False,True
184,Bayern,Hochschule für angewandte Wissenschaften Landshut (FH),Public,www.haw-landshut.de,True,False,False,False,False,False,False,False,False,False,True
171,Baden-Württemberg,Evang. Hochschule Freiburg (FH),Private,www.eh-freiburg.de,False,False,False,False,False,False,False,False,False,False,True
185,Bayern,Hochschule für angewandte Wissenschaften München (FH),Public,www.hm.edu,True,False,False,False,False,False,False,False,False,False,False
188,Bayern,Ostbayerische Technische Hochschule Regensburg (FH),Public,www.oth-regensburg.de,False,False,True,False,False,False,False,False,False,False,True
186,Bayern,Hochschule für angewandte Wissenschaften Neu-Ulm (FH),Public,www.hnu.de,False,False,True,False,False,False,False,False,False,False,True
189,Bayern,TH Rosenheim in Rosenheim (FH),Public,www.th-rosenheim.de,False,False,True,False,False,False,False,False,False,False,True
187,Bayern,Technische Hochschule Nürnberg Georg Simon Ohm (FH),Public,www.th-nuernberg.de,True,True,True,False,False,False,False,False,False,False,True
191,Bayern,HDBW Hochschule der Bayerischen Wirtschaft für angewandte Wissenschaften in München (FH),Private,www.hdbw-hochschule.de,True,True,True,False,False,True,False,False,False,False,True
193,Bayern,Internationale Hochschule SDI München-Hochschule für angewandte Wissenschaften (FH),Private,www.sdi-muenchen.de,False,False,True,False,False,False,False,False,False,False,True
192,Bayern,"Hochschule für angewandtes Management, Ismaning (FH)",Private,www.fham.de,False,False,False,False,False,False,False,False,False,False,False
194,Bayern,Munich Business School München (FH),Private,www.munich-business-school.de,False,False,True,False,False,False,False,False,False,False,True
195,Bayern,"SRH Wilhelm Löhe Hochschule, Fürth (FH)",Private,www.srh-hochschule-fuerth.de,True,False,True,False,False,False,False,False,False,False,False
196,Bayern,Evang. Hochschule Nürnberg (FH),Private,www.evhn.de,True,True,True,False,False,False,False,False,False,False,True
198,Berlin,Alice Salomon Hochschule Berlin (FH),Public,www.ash-berlin.eu,True,False,True,False,False,False,False,False,False,False,True
197,Bayern,Katholische Stiftungshochschule München (FH),Private,www.ksh-muenchen.de,True,True,True,True,False,True,False,False,False,False,True
201,Berlin,"HWR Berlin, Fachbereich Wirtschaft (FH)",Public,www.hwr-berlin.de,True,True,True,False,False,True,False,False,False,False,True
199,Berlin,Berliner Hochschule für Technik (FH),Public,www.bht-berlin.de,False,False,False,False,False,False,False,False,False,False,True
200,Berlin,H für Technik und Wirtschaft Berlin (FH),Public,www.htw-berlin.de,False,False,False,False,False,False,False,False,False,False,True
203,Berlin,bbw Hochschule Berlin (FH),Private,www.bbw-hochschule.de,False,False,False,False,False,False,False,False,False,False,False
204,Berlin,Akkon Hochschule Berlin (FH),Private,www.akkon-hochschule.de,False,True,True,False,False,True,False,False,False,False,True
190,Bayern,H für angewandte Wissenschaften Weihenstephan-Triesdorf (FH) in Triesdorf,Public,www.hswt.de,False,False,True,False,False,False,False,False,False,False,True
207,Berlin,"H für Medien, Kommunikation und Wirtschaft Berlin in Berlin (FH)",Private,www.hmkw.de,False,False,False,False,False,False,False,False,False,False,True
205,Berlin,"Medical School Berlin, H für Gesundheit und Medizin (FH)",Private,www.medicalschool-berlin.de,True,True,True,True,False,False,False,False,False,False,True
206,Berlin,Digital Business University Berlin (FH),Private,www.dbuas.de,False,False,False,False,False,False,False,False,False,False,True
208,Berlin,SRH Berlin University of Applied Sciences in Berlin (FH),Private,www.srh-berlin.de,True,False,True,False,False,False,False,False,False,False,False
209,Berlin,CODE University of Applied Sciences Berlin (FH),Private,code.berlin,False,False,False,False,False,False,False,False,False,False,False
213,Berlin,Quadriga Hochschule Berlin (FH),Private,www.quadriga-hochschule.com,True,False,False,False,False,False,False,False,False,False,True
210,Berlin,Hochschule für angewandte Pädagogik Berlin (FH),Private,www.hsap.de,False,False,True,False,False,False,False,False,False,False,True
212,Berlin,DEKRA Hochschule für Medien Berlin (FH),Private,www.dekra-hochschule.de,False,False,False,False,False,False,False,False,False,False,False
